last_name,first_name,party,state,filing_year,link
Steel,Michelle,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060211.pdf
Stefanik,Elise M.,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220576.pdf
Steil,Bryan,R,WI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059613.pdf
Steube,W. Gregory,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057284.pdf
Stevens,Haley M.,D,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060894.pdf
Strickland,Marilyn,D,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061264.pdf
Strong,Dale W.,R,AL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057458.pdf
Sullivan,Dan,R,AK,2024,https://efdsearch.senate.gov/search/view/annual/d312120e-0f6d-4d85-89f6-7aa083037537/
Suozzi,Thomas R.,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060566.pdf
Swalwell,Eric,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061638.pdf
Sykes,Emilia Strong,D,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059346.pdf
Sanchez,Linda T.,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061605.pdf
Takano,Mark,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061334.pdf
Tenney,Claudia,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060313.pdf
Tester,Jon,D,MT,2024,https://efdsearch.senate.gov/search/view/annual/d8a0617f-2a28-465f-933c-21f67dbdce0d/
Thanedar,Shri,D,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057305.pdf
Thompson,Bennie G.,D,MS,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060790.pdf
Thompson,Glenn,R,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059584.pdf
Thompson,Mike,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220493.pdf
Thune,John,R,SD,2024,https://efdsearch.senate.gov/search/view/annual/0ffe1984-35f3-4389-a4c0-90025790ce96/
Tiffany,Thomas P.,R,WI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059274.pdf
Tillis,Thomas,R,NC,2024,https://efdsearch.senate.gov/search/view/annual/5f91f59d-3962-48bd-a19f-fa97f502642f/
Timmons,William R.,R,SC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060199.pdf
Titus,Dina,D,NV,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220494.pdf
Tlaib,Rashida,D,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057613.pdf
Tokuda,Jill N.,D,HI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059942.pdf
Tonko,Paul,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060062.pdf
Torres,Norma J.,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060139.pdf
Torres,Ritchie,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060420.pdf
Trahan,Lori,D,MA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060049.pdf
Trone,David J.,D,MD,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059089.pdf
Tuberville,Tommy,R,AL,2024,https://efdsearch.senate.gov/search/view/annual/9fd713f6-2903-424f-9069-385bcfd463b4/
Turner,Michael R.,R,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057584.pdf
Underwood,Lauren,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058869.pdf
Valadao,David G.,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062640.pdf
Van Drew,Jefferson,R,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220495.pdf
Van Duyne,Beth,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062418.pdf
Van Hollen,Chris,D,MD,2024,https://efdsearch.senate.gov/search/view/paper/249d9537-fc4e-4331-8bb2-a1949ea71805/
Van Orden,Derrick,R,WI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060782.pdf
Vance,J. D.,R,OH,2024,https://efdsearch.senate.gov/search/view/annual/2f2f5bbc-50c5-4b00-acd9-85870f9e349c/
Vargas,Juan,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060557.pdf
Vasquez,Gabe,D,NM,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061303.pdf
Veasey,Marc A.,D,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059416.pdf
Velázquez,Nydia M.,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060080.pdf
Wagner,Ann,R,MO,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059149.pdf
Walberg,Tim,R,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059633.pdf
Waltz,Michael,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057260.pdf
Warner,Mark R.,D,VA,2024,https://efdsearch.senate.gov/search/view/annual/3e6d6b43-dd61-4594-813e-1c35ce99c58b/
Warnock,Raphael G.,D,GA,2024,https://efdsearch.senate.gov/search/view/annual/4cca582f-16be-46f4-8378-744ad9b46c67/
Warren,Elizabeth,D,MA,2024,https://efdsearch.senate.gov/search/view/annual/bcaf0292-332d-4c94-8303-1935043c16cf/
Wasserman Schultz,Debbie,D,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057649.pdf
Waters,Maxine,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062261.pdf
Coleman,Bonnie,D,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220482.pdf
Weber,Randy K. Sr.,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062345.pdf
Webster,Daniel,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057044.pdf
Welch,Peter,D,VT,2024,https://efdsearch.senate.gov/search/view/annual/7ed9a0a2-7cd3-4c92-bb28-b371d8459e8a/
Wenstrup,Brad R.,R,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059617.pdf
Westerman,Bruce,R,AR,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060295.pdf
Wexton,Jennifer,D,VA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061314.pdf
Whitehouse,Sheldon,D,RI,2024,https://efdsearch.senate.gov/search/view/annual/1eb0d806-fa8f-44bd-a693-910e67cad938/
Wicker,Roger F.,R,MS,2024,https://efdsearch.senate.gov/search/view/annual/2f301679-7bb3-43a7-8adc-86dd7b13ddd9/
Wild,Susan,D,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060924.pdf
Williams,Brandon,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061243.pdf
Williams,Nikema,D,GA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061324.pdf
Williams,Roger,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059583.pdf
Wilson,Frederica S.,D,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060465.pdf
Wilson,Joe,R,SC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060013.pdf
Wittman,Robert J.,R,VA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059371.pdf
Womack,Steve,R,AR,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059669.pdf
Wyden,Ron,D,OR,2024,https://efdsearch.senate.gov/search/view/annual/ed172e8b-cb21-4759-8a1c-7b7125fc3454/
Yakym,Rudy,R,IN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060220.pdf
Young,Todd,R,IN,2024,https://efdsearch.senate.gov/search/view/annual/f40dcd83-4a4a-47b5-bb52-2ef517870c7f/
Cramer,Kevin,R,ND,2025,https://efdsearch.senate.gov/search/view/annual/91d94411-dd88-48e8-acc9-e386407a728f/
Franklin,Scott,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057719.pdf
Johnson,Julie,D,TX,2021,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2021/10046144.pdf
Kennedy,Timothy M.,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062077.pdf
Zinke,Ryan K.,R,MT,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059772.pdf
Baldwin,Tammy,D,WI,2025,https://efdsearch.senate.gov/search/view/annual/e1d51691-0931-46b8-a518-c4fc261653f9/
Barrasso,John,R,WY,2025,https://efdsearch.senate.gov/search/view/annual/9a90bea5-c762-4ccb-983f-db68a76b1e15/
Bennet,Michael F.,D,CO,2025,https://efdsearch.senate.gov/search/view/annual/02513815-e33c-4286-a1c0-be256cfe895b/
Blunt Rochester,Lisa,D,DE,2025,https://efdsearch.senate.gov/search/view/annual/8b27a178-5d21-4754-9f85-ff6471d75dea/
Booker,Cory A.,D,NJ,2025,https://efdsearch.senate.gov/search/view/annual/c5bef4ec-17d4-4c1f-b147-13453fe81588/
Cantwell,Maria,D,WA,2025,https://efdsearch.senate.gov/search/view/annual/7c685221-f760-4704-9387-874d9e7aab6e/
Capito,Shelley Moore,R,WV,2025,https://efdsearch.senate.gov/search/view/annual/56ff880c-f3ce-468c-99cd-a65364d4a0ad/
Cassidy,Bill,R,LA,2025,https://efdsearch.senate.gov/search/view/annual/e010e69c-156c-41bd-b966-08248add369d/
Collins,Susan M.,R,ME,2025,https://efdsearch.senate.gov/search/view/annual/3dfde21c-e97b-43ff-99ed-150fb29dfcdc/
Cornyn,John,R,TX,2025,https://efdsearch.senate.gov/search/view/annual/24280fe2-a3f8-485c-bdce-f5991d22c1cb/
Crapo,Mike,R,ID,2025,https://efdsearch.senate.gov/search/view/annual/75ec449f-af6f-41af-b911-48b0e9ed23c2/
Daines,Steve,R,MT,2025,https://efdsearch.senate.gov/search/view/annual/64bcf990-688c-41ce-9300-d7452f78e583/
Ernst,Joni,R,IA,2025,https://efdsearch.senate.gov/search/view/annual/512f89d1-aaa9-4850-bd2b-29622809776e/
Fetterman,John,D,PA,2025,https://efdsearch.senate.gov/search/view/annual/9ef89267-7a26-4195-8e77-fece18ed09a7/
Fischer,Deb,R,NE,2025,https://efdsearch.senate.gov/search/view/annual/d141d368-0226-4e4a-b7d4-26327b7105b4/
Gallego,Ruben,D,AZ,2025,https://efdsearch.senate.gov/search/view/annual/31fa8808-03f6-43fa-b119-99fd52135898/
Gillibrand,Kirsten E.,D,NY,2025,https://efdsearch.senate.gov/search/view/annual/1458b0e4-3292-47e1-ad25-90fdc21e83a0/
Graham,Lindsey,R,SC,2025,https://efdsearch.senate.gov/search/view/annual/696f53d0-7b88-4762-90bd-fbc241707c55/
Grassley,Chuck,R,IA,2025,https://efdsearch.senate.gov/search/view/annual/b466530c-0aae-4013-a055-8a517731a565/
Hawley,Josh,R,MO,2025,https://efdsearch.senate.gov/search/view/annual/53ce291b-801b-4ace-a441-cc1d88c86069/
Hickenlooper,John W.,D,CO,2025,https://efdsearch.senate.gov/search/view/annual/2d8ab18f-612f-4dfd-92f7-87740b0cc9ec/
Hoeven,John,R,ND,2025,https://efdsearch.senate.gov/search/view/annual/e9ae89fc-42b9-4dd3-a3ce-5a37aea0bb34/
Johnson,Ron,R,WI,2025,https://efdsearch.senate.gov/search/view/annual/be1cbc9f-7e98-4e7d-9f90-a060498d5449/
Kaine,Tim,D,VA,2025,https://efdsearch.senate.gov/search/view/annual/0acdf6ca-e13d-4e0c-9028-93c43ec97131/
King,Angus S.,I,ME,2025,https://efdsearch.senate.gov/search/view/annual/31f21bd8-5300-441c-b6e5-a2fe0661cc57/
Klobuchar,Amy,D,MN,2025,https://efdsearch.senate.gov/search/view/annual/e6e8b03d-3357-4864-ad96-1b321114cb9c/
Lankford,James,R,OK,2025,https://efdsearch.senate.gov/search/view/annual/46c769a4-050d-4298-b95a-41284ad787e5/
Lujan,Ben Ray,D,NM,2025,https://efdsearch.senate.gov/search/view/paper/e9ec1cb6-4198-42c6-98f3-dfb0ff2b92b3/
Markey,Edward J.,D,MA,2025,https://efdsearch.senate.gov/search/view/paper/2bba0b72-2603-4abb-bad6-a7d19e3e7a87/
Merkley,Jeff,D,OR,2025,https://efdsearch.senate.gov/search/view/annual/f7a47b83-d0d1-4057-a001-c705cff6319f/
Moran,Jerry,R,KS,2025,https://efdsearch.senate.gov/search/view/annual/7beda471-6954-4a89-a1d8-9919afb1a571/
Murkowski,Lisa,R,AK,2025,https://efdsearch.senate.gov/search/view/annual/9f529316-1356-46f4-9616-d6b97b22842d/
Murray,Patty,D,WA,2025,https://efdsearch.senate.gov/search/view/annual/eb3d7622-7ab4-4a01-af38-a2bac2c3930f/
Ossoff,Jon,D,GA,2025,https://efdsearch.senate.gov/search/view/annual/8e39e175-4a0b-4170-8981-294ba4e943d3/
Peters,Gary C.,D,MI,2025,https://efdsearch.senate.gov/search/view/annual/a2657875-8c06-48fd-914e-e32930731d32/
Reed,Jack,D,RI,2025,https://efdsearch.senate.gov/search/view/annual/8462e488-37da-44f6-84d2-410a3388114d/
Ricketts,Pete,R,NE,2025,https://efdsearch.senate.gov/search/view/annual/355ca0f6-a3d6-4d82-bb2f-d35283c4404d/
Sanders,Bernard,I,VT,2025,https://efdsearch.senate.gov/search/view/annual/73212fa2-e326-4793-8020-1d126e59054c/
Schumer,Charles E.,D,NY,2025,https://efdsearch.senate.gov/search/view/annual/bba80a2f-2cff-4c01-a60e-416b8b44c8cd/
Scott,Tim,R,SC,2025,https://efdsearch.senate.gov/search/view/annual/31313d73-5cb1-4799-9622-ebbf621712a8/
Smith,Tina,D,MN,2025,https://efdsearch.senate.gov/search/view/annual/2ebdc6b4-99ab-4386-a182-854495c34248/
Thune,John,R,SD,2025,https://efdsearch.senate.gov/search/view/annual/da632936-283a-44b9-a261-535973791a12/
Van Hollen,Chris,D,MD,2025,https://efdsearch.senate.gov/search/view/paper/875a1b37-8209-4276-8451-b8c1d8ee1a83/
Warnock,Raphael G.,D,GA,2025,https://efdsearch.senate.gov/search/view/annual/978c4901-4987-442b-8c3f-e40e28fc05ac/
Warren,Elizabeth,D,MA,2025,https://efdsearch.senate.gov/search/view/annual/fd6288d2-f24d-4a46-ae29-96de9f53978e/
Welch,Peter,D,VT,2025,https://efdsearch.senate.gov/search/view/annual/674866ed-cc5a-4165-8c6f-3fa5a519b201/
Young,Todd,R,IN,2025,https://efdsearch.senate.gov/search/view/annual/fb5f7acf-ca54-4557-87cf-33d7bacb6bfa/
Adams,Alma S.,D,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066961.pdf
Aderholt,Robert B.,R,AL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067693.pdf
Aguilar,Pete,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067524.pdf
Alford,Mark,R,MO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067381.pdf
Allen,Rick W.,R,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071878.pdf
Alsobrooks,Angela D.,D,MD,2025,https://efdsearch.senate.gov/search/view/annual/3b286d6a-d4ab-4557-a355-1886953b70b3/
Amo,Gabe,D,RI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066976.pdf
Amodei,Mark E.,R,NV,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067998.pdf
Ansari,Yassamin,D,AZ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072050.pdf
Arrington,Jodey C.,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067582.pdf
Auchincloss,Jake,D,MA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10065692.pdf
Babin,Brian,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066194.pdf
Bacon,Don,R,NE,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066793.pdf
Baird,James R.,R,IN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10069143.pdf
Balderson,Troy,R,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068064.pdf
Balint,Becca,D,VT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066161.pdf
Banks,Jim,R,IN,2025,https://efdsearch.senate.gov/search/view/annual/48db1810-e330-4152-bbcb-d5496928ac2a/
Barr,Andy,R,KY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066141.pdf
Barragan,Nanette Diaz,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067907.pdf
Barrett,Tom,R,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067593.pdf
Baumgartner,Michael,R,WA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067648.pdf
Bean,Aaron,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068387.pdf
Beatty,Joyce,D,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068996.pdf
Begich,Nicholas J.,R,AK,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067366.pdf
Bell,Wesley,D,MO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068770.pdf
Bentz,Cliff,R,OR,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067150.pdf
Bera,Ami,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071877.pdf
Bergman,Jack,R,MI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068849.pdf
Beyer,Donald S.,D,VA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068176.pdf
Bice,Stephanie I.,R,OK,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067925.pdf
Biggs,Andy,R,AZ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066999.pdf
Biggs,Sheri,R,SC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066936.pdf
Bilirakis,Gus M.,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221132.pdf
Bishop,Sanford D.,D,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067641.pdf
Blackburn,Marsha,R,TN,2025,https://efdsearch.senate.gov/search/view/annual/acdd06ce-e59d-4504-b0d4-4048c85891e5/
Blumenthal,Richard,D,CT,2025,https://efdsearch.senate.gov/search/view/paper/4bf18a0b-616c-4982-b29a-e405983bb51b/
Boebert,Lauren,R,CO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10070343.pdf
Bonamici,Suzanne,D,OR,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067137.pdf
Boozman,John,R,AR,2025,https://efdsearch.senate.gov/search/view/annual/9441167a-b907-4f2a-a52c-69303df6ee56/
Bost,Mike,R,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068493.pdf
Boyle,Brendan F.,D,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071887.pdf
Brecheen,Josh,R,OK,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066899.pdf
Bresnahan,Robert P.,R,PA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066455.pdf
Britt,Katie Boyd,R,AL,2025,https://efdsearch.senate.gov/search/view/annual/d5afe8e9-b8b3-4265-9075-7935cbb7ba0b/
Brown,Shontel M.,D,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068844.pdf
Brownley,Julia,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066853.pdf
Buchanan,Vern,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068803.pdf
Budd,Ted,R,NC,2025,https://efdsearch.senate.gov/search/view/annual/81dc00fe-0704-465b-8a07-5648b4711d24/
Budzinski,Nikki,D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066604.pdf
Burchett,Tim,R,TN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067407.pdf
Burlison,Eric,R,MO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072081.pdf
Bynum,Janelle S.,D,OR,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072030.pdf
Calvert,Ken,R,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068324.pdf
Cammack,Kat,R,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072021.pdf
Carbajal,Salud O.,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067103.pdf
Carey,Mike,R,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10072075.pdf
Carson,André,D,IN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068233.pdf
Carter,"Earl L. ""Buddy""",R,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066714.pdf
Carter,John R.,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067014.pdf
Carter,Troy A.,D,LA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221133.pdf
Casar,Greg,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067213.pdf
Case,Ed,D,HI,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066777.pdf
Casten,Sean,D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066137.pdf
Castor,Kathy,D,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066133.pdf
Castro,Joaquin,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115587.pdf
Cherfilus-McCormick,Sheila,D,FL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115612.pdf
Chu,Judy,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066343.pdf
Ciscomani,Juan,R,AZ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067485.pdf
Cisneros,Gilbert Ray,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066139.pdf
Clark,Katherine M.,D,MA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066244.pdf
Clarke,Yvette D.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10069178.pdf
Cleaver,Emanuel,D,MO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067367.pdf
Cline,Ben,R,VA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068858.pdf
Cloud,Michael,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067265.pdf
Clyburn,James E.,D,SC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066672.pdf
Clyde,Andrew S.,R,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10068925.pdf
Cohen,Steve,D,TN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067445.pdf
Cole,Tom,R,OK,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067724.pdf
Collins,Mike,R,GA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10070507.pdf
Comer,James,R,KY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067637.pdf
Conaway,Herbert C.,D,NJ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071959.pdf
Coons,Christopher A.,D,DE,2025,https://efdsearch.senate.gov/search/view/annual/d3762084-e080-4f01-89d5-90aa0974334f/
Correa,J. Luis,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066488.pdf
Cortez Masto,Catherine,D,NV,2025,https://efdsearch.senate.gov/search/view/annual/ecd06831-656a-4e2e-b673-380541d173c0/
Costa,Jim,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067734.pdf
Cotton,Tom,R,AR,2025,https://efdsearch.senate.gov/search/view/annual/368f4a5e-f826-4f3e-9346-1e128c4aa6f5/
Courtney,Joe,D,CT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067873.pdf
Craig,Angie,D,MN,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/8221134.pdf
Crane,Elijah,R,AZ,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066465.pdf
Crank,Jeff,R,CO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067533.pdf
Crawford,"Eric A. ""Rick""",R,AR,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067531.pdf
Crenshaw,Dan,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067491.pdf
Crockett,Jasmine,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066616.pdf
Crow,Jason,D,CO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066301.pdf
Cruz,Ted,R,TX,2025,https://efdsearch.senate.gov/search/view/annual/8b455ae7-a24e-462a-95b8-78f7067c0d22/
Cuellar,Henry,D,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067642.pdf
Curtis,John R.,R,UT,2025,https://efdsearch.senate.gov/search/view/annual/55e88d82-9349-4089-9a2b-51b80b3f3431/
Davids,Sharice,D,KS,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067108.pdf
Davidson,Warren,R,OH,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067467.pdf
Davis,Danny K.,D,IL,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10070482.pdf
Davis,Donald G.,D,NC,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071969.pdf
De La Cruz,Monica,R,TX,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067135.pdf
DeGette,Diana,D,CO,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10066794.pdf
DeLauro,Rosa L.,D,CT,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067725.pdf
DeSaulnier,Mark,D,CA,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067325.pdf
