last_name,first_name,party,state,filing_year,link
Hunt,Wesley,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059868.pdf
Hyde-Smith,Cindy,R,MS,2024,https://efdsearch.senate.gov/search/view/annual/d20d2883-5d04-4355-901c-cce12f0c9a55/
Issa,Darrell,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060532.pdf
Ivey,Glenn,D,MD,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059399.pdf
Jackson,Jeff,D,NC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061286.pdf
Jackson,Jonathan L.,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059883.pdf
Jackson,Ronny,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062668.pdf
Jacobs,Sara,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059210.pdf
James,John,R,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057721.pdf
Jayapal,Pramila,D,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059916.pdf
Jeffries,Hakeem S.,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059158.pdf
Johnson,Dusty,R,SD,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059658.pdf
Johnson,"Henry C. ""Hank""",D,GA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060742.pdf
Johnson,Mike,R,LA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059254.pdf
Johnson,Ron,R,WI,2024,https://efdsearch.senate.gov/search/view/annual/d9214500-b134-4e99-8584-0e49cfb247e9/
Jordan,Jim,R,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058918.pdf
Joyce,David P.,R,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061272.pdf
Joyce,John,R,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059130.pdf
Kaine,Tim,D,VA,2024,https://efdsearch.senate.gov/search/view/annual/96e64ed2-07fd-461c-a52d-b251b0ebe271/
Kamlager-Dove,Sydney,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060088.pdf
Kaptur,Marcy,D,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060371.pdf
Kean,Thomas H.,R,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060678.pdf
Keating,William R.,D,MA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059951.pdf
Kelly,Mark,D,AZ,2024,https://efdsearch.senate.gov/search/view/annual/deaf96b2-f782-4cc2-89fc-f0f619e9aed4/
Kelly,Mike,R,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059739.pdf
Kelly,Robin L.,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059979.pdf
Kelly,Trent,R,MS,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059344.pdf
Kennedy,John,R,LA,2024,https://efdsearch.senate.gov/search/view/annual/074d6eed-7fc7-41ec-900d-ee22977637f1/
Kennedy,Timothy M.,D,NY,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10062077.pdf
Khanna,Ro,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220593.pdf
Kiggans,Jennifer A.,R,VA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059067.pdf
Kildee,Daniel T.,D,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059494.pdf
Kiley,Kevin,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059609.pdf
Kilmer,Derek,D,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059275.pdf
Kim,Andy,D,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059532.pdf
Kim,Young,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057252.pdf
King,Angus S.,I,ME,2024,https://efdsearch.senate.gov/search/view/annual/a15394cf-6a90-4ca9-8769-74fbde06bb6c/
Klobuchar,Amy,D,MN,2024,https://efdsearch.senate.gov/search/view/annual/4556b4d9-a44d-4b8f-8ef7-f099b99cd4a2/
Krishnamoorthi,Raja,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057306.pdf
Kuster,Ann M.,D,NH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220486.pdf
Kustoff,David,R,TN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059305.pdf
LaHood,Darin,R,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059266.pdf
LaLota,Nick,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060364.pdf
LaMalfa,Doug,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060038.pdf
LaTurner,Jake,R,KS,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060099.pdf
Lamborn,Doug,R,CO,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220575.pdf
Landsman,Greg,D,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060077.pdf
Langworthy,Nicholas A.,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061049.pdf
Lankford,James,R,OK,2024,https://efdsearch.senate.gov/search/view/annual/b43f1c48-5289-4bc7-a3bb-12b46a6650a6/
Larsen,Rick,D,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057340.pdf
Larson,John B.,D,CT,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059233.pdf
Latta,Robert E.,R,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058884.pdf
Lawler,Michael,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059706.pdf
Carter,Erica,D,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057735.pdf
Lee,Barbara,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061113.pdf
Lee,Laurel M.,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062650.pdf
Lee,Mike,R,UT,2024,https://efdsearch.senate.gov/search/view/annual/bb92d489-a444-452f-8fc3-783f92d061cd/
Lee,Summer L.,D,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062786.pdf
Lee,Susie,D,NV,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057548.pdf
Leger Fernandez,Teresa,D,NM,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059199.pdf
Lesko,Debbie,R,AZ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059171.pdf
Letlow,Julia,R,LA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060677.pdf
Levin,Mike,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057312.pdf
Lieu,Ted,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060998.pdf
Lofgren,Zoe,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057543.pdf
Loudermilk,Barry,R,GA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061418.pdf
Lucas,Frank D.,R,OK,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057070.pdf
Luetkemeyer,Blaine,R,MO,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220467.pdf
Lujan,Ben Ray,D,NM,2024,https://efdsearch.senate.gov/search/view/paper/b958913d-0f7b-43ac-9335-c927181ca50e/
Lummis,Cynthia M.,R,WY,2024,https://efdsearch.senate.gov/search/view/annual/8dc381a6-f1a4-45d5-b2df-254b7c3fe23f/
Paulina Luna,Anna,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059246.pdf
Luttrell,Morgan,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059415.pdf
Lynch,Stephen F.,D,MA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057612.pdf
Mace,Nancy,R,SC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062802.pdf
Magaziner,Seth,D,RI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058871.pdf
Malliotakis,Nicole,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060618.pdf
Maloy,Celeste,R,UT,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061120.pdf
Manchin,Joe,I,WV,2024,https://efdsearch.senate.gov/search/view/annual/0e5ba574-5ea4-475b-9967-86d065d0db7c/
Mann,Tracey,R,KS,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059938.pdf
Manning,Kathy E.,D,NC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057256.pdf
Markey,Edward J.,D,MA,2024,https://efdsearch.senate.gov/search/view/paper/ecdbf62a-3af7-4f6b-8221-a5156c05558f/
Marshall,Roger,R,KS,2024,https://efdsearch.senate.gov/search/view/annual/a9edda97-d22c-45c2-bff6-81e92b757285/
Massie,Thomas,R,KY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059521.pdf
Mast,Brian J.,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061066.pdf
Matsui,Doris O.,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220487.pdf
McBath,Lucy,D,GA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060971.pdf
McCaul,Michael T.,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220569.pdf
McClain,Lisa C.,R,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059852.pdf
McClellan,Jennifer L.,D,VA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059623.pdf
McClintock,Tom,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058822.pdf
McCollum,Betty,D,MN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059086.pdf
McConnell,Mitch,R,KY,2024,https://efdsearch.senate.gov/search/view/annual/632f557a-c28b-43a9-8de5-1be4faf38032/
McCormick,Richard,R,GA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060276.pdf
McGarvey,Morgan,D,KY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059688.pdf
McGovern,James P.,D,MA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060397.pdf
McHenry,Patrick T.,R,NC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060043.pdf
Rodgers,Cathy,R,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057665.pdf
Meeks,Gregory W.,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060027.pdf
Menendez,Robert,D,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060861.pdf
Meng,Grace,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059369.pdf
Merkley,Jeff,D,OR,2024,https://efdsearch.senate.gov/search/view/annual/b40609b3-2856-4dfd-8474-c1ef29624c19/
Meuser,Daniel,R,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060930.pdf
Mfume,Kweisi,D,MD,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061339.pdf
Miller,Carol D.,R,WV,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061752.pdf
Miller,Mary E.,R,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060215.pdf
Miller,Max L.,R,OH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059565.pdf
Miller-Meeks,Mariannette,R,IA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061002.pdf
Mills,Cory,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060178.pdf
Molinaro,Marcus J.,R,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061183.pdf
Moolenaar,John R.,R,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060292.pdf
Mooney,Alexander X.,R,WV,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062529.pdf
Moore,Barry,R,AL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057716.pdf
Moore,Blake D.,R,UT,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057449.pdf
Moore,Gwen,D,WI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220488.pdf
Moran,Jerry,R,KS,2024,https://efdsearch.senate.gov/search/view/annual/8b8b4899-b615-438e-b683-89d579f69ac1/
Moran,Nathaniel,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060240.pdf
Morelle,Joseph D.,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060705.pdf
Moskowitz,Jared,D,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062670.pdf
Moulton,Seth,D,MA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057110.pdf
Moylan,James C.,R,GU,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059913.pdf
Mrvan,Frank J.,D,IN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060749.pdf
Mullin,Kevin,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061164.pdf
Mullin,Markwayne,R,OK,2024,https://efdsearch.senate.gov/search/view/annual/314cb4e0-b326-43be-adf7-e783beb591a0/
Murkowski,Lisa,R,AK,2024,https://efdsearch.senate.gov/search/view/annual/b4b6e7f5-acbb-4a6c-8094-1e554d2149b0/
Murphy,Christopher,D,CT,2024,https://efdsearch.senate.gov/search/view/annual/5f41230d-a763-4b5c-ba50-7756a8226e04/
Murphy,Gregory F.,R,NC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059751.pdf
Murray,Patty,D,WA,2024,https://efdsearch.senate.gov/search/view/annual/0338e0f7-7a96-4b8b-b768-1c99ceb415a9/
Nadler,Jerrold,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220489.pdf
Napolitano,Grace F.,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059421.pdf
Neal,Richard E.,D,MA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060911.pdf
Neguse,Joe,D,CO,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060382.pdf
Nehls,Troy E.,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062762.pdf
Newhouse,Dan,R,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059166.pdf
Nickel,Wiley,D,NC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060464.pdf
Norcross,Donald,D,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059635.pdf
Norman,Ralph,R,SC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059370.pdf
Norton,Eleanor Holmes,D,DC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057623.pdf
Nunn,Zachary,R,IA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058821.pdf
Obernolte,Jay,R,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057742.pdf
Ocasio-Cortez,Alexandria,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060351.pdf
Ogles,Andrew,R,TN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060354.pdf
Omar,Ilhan,D,MN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060937.pdf
Ossoff,Jon,D,GA,2024,https://efdsearch.senate.gov/search/view/annual/a14df483-dd72-4266-98a2-09b9c7f8d1dc/
Owens,Burgess,R,UT,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062290.pdf
Padilla,Alex,D,CA,2024,https://efdsearch.senate.gov/search/view/annual/ca0fa419-d659-4a70-88f1-04687560399a/
Pallone,Frank,D,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058824.pdf
Palmer,Gary J.,R,AL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058923.pdf
Panetta,Jimmy,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059232.pdf
Pappas,Chris,D,NH,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058983.pdf
Paul,Rand,R,KY,2024,https://efdsearch.senate.gov/search/view/annual/26b5e9a7-ce61-4034-9963-3e452816c87e/
Pelosi,Nancy,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059734.pdf
Peltola,Mary Sattler,D,AK,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060548.pdf
Pence,Greg,R,IN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059309.pdf
Gluesenkamp Perez,Marie,D,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058984.pdf
Perry,Scott,R,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059863.pdf
Peters,Gary C.,D,MI,2024,https://efdsearch.senate.gov/search/view/annual/9adef51e-91a1-467f-a89a-f9279fe51b5d/
Peters,Scott H.,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061056.pdf
Pettersen,Brittany,D,CO,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059117.pdf
Pfluger,August,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059397.pdf
Phillips,Dean,D,MN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057744.pdf
Pingree,Chellie,D,ME,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060194.pdf
Plaskett,Stacey E.,D,VI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061296.pdf
Pocan,Mark,D,WI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061559.pdf
Porter,Katie,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060103.pdf
Posey,Bill,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220468.pdf
Pressley,Ayanna,D,MA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061223.pdf
Quigley,Mike,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220469.pdf
Radewagen,Aumua Amata Coleman,R,AS,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059318.pdf
Ramirez,Delia C.,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059937.pdf
Raskin,Jamie,D,MD,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059548.pdf
Reed,Jack,D,RI,2024,https://efdsearch.senate.gov/search/view/annual/d376b366-77d2-46d9-9393-82dc40d91e73/
Reschenthaler,Guy,R,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060469.pdf
Ricketts,Pete,R,NE,2024,https://efdsearch.senate.gov/search/view/annual/2eb83de2-c457-4a61-a902-7810952db2d1/
Risch,James E.,R,ID,2024,https://efdsearch.senate.gov/search/view/annual/6231982e-5f6c-4e56-bffb-b40ccd38397b/
Rogers,Harold,R,KY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220606.pdf
Rogers,Mike D.,R,AL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220490.pdf
Romney,Mitt,R,UT,2024,https://efdsearch.senate.gov/search/view/annual/fe4735ee-8675-4ef8-9408-6c87340f1d81/
Rose,John W.,R,TN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061010.pdf
Rosen,Jacky,D,NV,2024,https://efdsearch.senate.gov/search/view/annual/f773ab4e-abed-426c-9c17-95a91cc78412/
Rosendale,Matthew M.,R,MT,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059430.pdf
Ross,Deborah K.,D,NC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059715.pdf
Rounds,Mike,R,SD,2024,https://efdsearch.senate.gov/search/view/annual/157efca4-3dd9-4fa1-9f76-28801e38d12d/
Rouzer,David,R,NC,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060621.pdf
Roy,Chip,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060253.pdf
Rubio,Marco,R,FL,2024,https://efdsearch.senate.gov/search/view/annual/45f8d47c-fa4b-4a5d-b810-33bf8e7e521b/
Ruiz,Raul,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058890.pdf
Ruppersberger,C. A. Dutch,D,MD,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058985.pdf
Rutherford,John H.,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059848.pdf
Ryan,Patrick,D,NY,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059418.pdf
Sablan,Gregorio Kilili Camacho,D,MP,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057550.pdf
Salazar,Maria Elvira,R,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057762.pdf
Salinas,Andrea,D,OR,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057554.pdf
Sanders,Bernard,I,VT,2024,https://efdsearch.senate.gov/search/view/annual/c69e42e6-1c9c-44d9-b097-60be798b8661/
Sarbanes,John P.,D,MD,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060024.pdf
Scalise,Steve,R,LA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057111.pdf
Scanlon,Mary Gay,D,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060201.pdf
Schakowsky,Janice D.,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059251.pdf
Schatz,Brian,D,HI,2024,https://efdsearch.senate.gov/search/view/annual/c0bab3b6-4e45-4318-8f17-f06d7efbec4b/
Schiff,Adam B.,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057292.pdf
Schmitt,Eric,R,MO,2024,https://efdsearch.senate.gov/search/view/annual/b86d9173-de3a-4f1c-bf2c-29b7f956ba4f/
Schneider,Bradley Scott,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059475.pdf
Scholten,Hillary J.,D,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060915.pdf
Schrier,Kim,D,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057734.pdf
Schumer,Charles E.,D,NY,2024,https://efdsearch.senate.gov/search/view/annual/bdc5113d-5891-462e-9501-ad2e5a697d51/
Schweikert,David,R,AZ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060213.pdf
Scott,Austin,R,GA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062669.pdf
Scott,David,D,GA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062669.pdf
Scott,Rick,R,FL,2024,https://efdsearch.senate.gov/search/view/annual/f1c73d96-7e08-4a24-bd97-ec0b085782b8/
Scott,"Robert C. ""Bobby""",D,VA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061165.pdf
Scott,Tim,R,SC,2024,https://efdsearch.senate.gov/search/view/annual/9e7b377c-4514-4ab5-90db-9e76d43c4b30/
Self,Keith,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220491.pdf
Sessions,Pete,R,TX,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062485.pdf
Sewell,Terri A.,D,AL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10062696.pdf
Shaheen,Jeanne,D,NH,2024,https://efdsearch.senate.gov/search/view/annual/952e43aa-f40c-4311-b8f1-b08d3e8ff097/
Sherman,Brad,D,CA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220492.pdf
Sherrill,Mikie,D,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060419.pdf
Simpson,Michael K.,R,ID,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059701.pdf
Sinema,Kyrsten,I,AZ,2024,https://efdsearch.senate.gov/search/view/annual/eb37d9be-fe95-4680-a93d-8e22b7f887cc/
Slotkin,Elissa,D,MI,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060506.pdf
Smith,Adam,D,WA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059530.pdf
Smith,Adrian,R,NE,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059993.pdf
Smith,Christopher H.,R,NJ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061508.pdf
Smith,Jason,R,MO,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060205.pdf
Smith,Tina,D,MN,2024,https://efdsearch.senate.gov/search/view/annual/34de9852-21e9-45db-9975-8e7b4b4194af/
Smucker,Lloyd,R,PA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059918.pdf
Sorensen,Eric,D,IL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059289.pdf
Soto,Darren,D,FL,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059606.pdf
Spanberger,Abigail Davis,D,VA,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10058906.pdf
Spartz,Victoria,R,IN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061003.pdf
Stabenow,Debbie,D,MI,2024,https://efdsearch.senate.gov/search/view/annual/2a07642e-57d6-482c-abf1-71b5416afa66/
Stansbury,Melanie A.,D,NM,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061095.pdf
Stanton,Greg,D,AZ,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060122.pdf
Stauber,Pete,R,MN,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059931.pdf
