1.3.16,AAPL - Apple Inc.,Corporate SecuritiesStock,Self,"$1,000,001 - $5,000,000",Dividends,"$5,001 - $15,000"
1.3.17,"ADP - Automatic Data Processing, Inc.",Corporate SecuritiesStock,Self,"$250,001 - $500,000",Dividends,"$5,001 - $15,000"
1.3.18,DUK - Duke Energy Corporation,Corporate SecuritiesStock,Self,"$250,001 - $500,000",Dividends,"$5,001 - $15,000"
1.3.19,MCD - McDonald's CorporationFiler comment:  Transferred shares to Donor Advised Fund,Corporate SecuritiesStock,Self,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
1.3.20,MSFT - Microsoft Corporation,Corporate SecuritiesStock,Self,"$1,000,001 - $5,000,000",Dividends,"$5,001 - $15,000"
1.3.21,RTX - Raytheon Technologies Corporation,Corporate SecuritiesStock,Self,"$250,001 - $500,000",Dividends,"$2,501 - $5,000"
1.3.22,XLE - SPDR Select Sector Fund - Energy Select Sector,Mutual FundsExchange Traded Fund/Note,Self,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
1.3.23,"PANW - Palo Alto Networks, Inc. - Common Stock",Corporate SecuritiesStock,Self,"$50,001 - $100,000",None,None (or less than $201)
1.3.24,INTU - Intuit Inc. - Common Stock,Corporate SecuritiesStock,Self,"$100,001 - $250,000",Dividends,"$201 - $1,000"
2,"Skylark Lounge Holdings LLCDescription: Neighborhood bar and music lounge (Denver, Colorado)",Real EstateCommercial,Spouse,"$15,001 - $50,000",Rent/Royalties,"$1,001 - $2,500"
3,Promissory noteDebtor: Williams,Accounts ReceivableFrom an Individual,Self,"$250,001 - $500,000",Interest,"$5,001 - $15,000"
4,Fidelity Traditional IRA,Retirement PlansIRA,Self,--,,
4.1,QQQM - Invesco NASDAQ 100 ETF,Mutual FundsExchange Traded Fund/Note,Self,"$1,000,001 - $5,000,000",Excepted Investment Fund,None (or less than $201)
5,Fidelity Brokerage,Brokerage/Managed Account,Child,--,,
5.1,AAPL - Apple Inc. - Common Stock,Corporate SecuritiesStock,Child,"$1,001 - $15,000",None,None (or less than $201)
5.2,"SBUX - Starbucks Corporation - Common StockFiler comment:  Partial sale less than $1,000; 12/31/25 value less than $1,000",Corporate SecuritiesStock,Child,"None (or less than $1,001)",None,None (or less than $201)
5.3,PLTR - Palantir Technologies Inc Cl A,Corporate SecuritiesStock,Child,"None (or less than $1,001)",Capital Gains,"$2,501 - $5,000"
6,"First Bank of Denver(Denver, CO)Type: Checking, Savings",Bank Deposit,Self,"$50,001 - $100,000",None,None (or less than $201)
7,Colorado 529 PlanInstitution: CollegeInvest,Education Savings Plans529 College Savings Plan,Self,--,,
7.1,"Stable Value FundFiler comment:  12/31/25 value less than $1,000",Mutual FundsStable Value Fund,Self,"None (or less than $1,001)",Excepted Investment Fund,None (or less than $201)
8,Colorado PERA DC Plan,"Retirement Plans401(k), 403(b), or other Defined Contribution Plan.",Self,--,,
