1,"Wells Fargo(Idaho Falls, ID)Type: Checking, SavingsFiler comment:  Checking & savings: $87,557.22.
Total interest income:  $7.97.",Bank Deposit,Joint,"$50,001 - $100,000",Interest,None (or less than $201)
2,"United States Senate Federal Credit Union(Washington, DC)Type: Certificate of Deposit, Checking, SavingsFiler comment:  Checking & savings:  $142,720.06.
CDs: $420,785.87.
Total interest: $14,144.64",Bank Deposit,Joint,"$500,001 - $1,000,000",Interest,"$5,001 - $15,000"
3,"Wells Fargo(Idaho Falls, ID)Type: SavingsFiler comment:  Asset balance: $44,567.74.",Bank Deposit,Spouse,"$15,001 - $50,000",Interest,None (or less than $201)
4,"3% of mineral rights leaseDescription: Subsurface mineral rights on 640 acres (McKenzie County, ND) Filer comment:  Total royalties received: $22,293.17.",Real EstateMineral Rights,Joint,Unascertainable,Rent/Royalties,"$15,001 - $50,000"
5,"Residential homeDescription: Rowhouse (Washington, DC) Filer comment:  Total rental income: $37,588.92.",Real EstateResidential,Joint,"$1,000,001 - $5,000,000",Rent/Royalties,"$15,001 - $50,000"
6,"Parking spaceDescription: Parking space (Washington, DC) Filer comment:  Total:  $3,120.00.",Real EstateResidential,Joint,"$1,001 - $15,000",Rent/Royalties,"$2,501 - $5,000"
7,"Crapo Enterprises LLCCompany: Crapo Enterprises LLC (Bountiful, UT) Description: Business entity that holds residential property",Business EntityLimited Liability Company (LLC),Joint,--,,
7.1,"Single family homeDescription: Single family home (Island Park, ID) Filer comment:  Ownership percentage value: $5,203.00.",Real EstateResidential,Joint,"$1,001 - $15,000",None,None (or less than $201)
