last_name,first_name,party,state,chamber,congress_status,owner,filing_year,link,triggered_terms,matched_asset_names
Duckworth,Tammy,D,VA,senate,past,False,2023,https://efdsearch.senate.gov/search/view/annual/014b5055-8073-451f-8dcb-d7eec191e51a/,,
Duncan,Jeff,R,SC,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060221.pdf,,
Dunn,Neal P.,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076120.pdf,,
Durbin,Richard J.,D,IL,senate,current,False,2026,https://efdsearch.senate.gov/search/view/paper/8f61bf83-7edd-40ec-abb1-32af51e396d9/,,
Edwards,Chuck,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077030.pdf,,
Elfreth,Sarah,D,MD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075345.pdf,,
Ellzey,Jake,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075218.pdf,,
Emmer,Tom,R,MN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116158.pdf,,
Ernst,Joni,R,IA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/4498b05c-5009-4f94-9c9d-021f32390dbd/,,
Escobar,Veronica,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076181.pdf,,
Eshoo,Anna G.,D,CA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220419.pdf,,
Espaillat,Adriano,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077866.pdf,,
Estes,Ron,R,KS,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076698.pdf,,
Evans,Dwight,D,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077377.pdf,,
Evans,Gabe,R,CO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078293.pdf,,
Ezell,Mike,R,MS,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075579.pdf,,
Fallon,Pat,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10073345.pdf,,
Fedorchak,Julie,R,ND,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077206.pdf,,
Feenstra,Randy,R,IA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076528.pdf,,
Ferguson,A. Drew,R,GA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060230.pdf,,
Fields,Cleo,D,LA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074378.pdf,,
Figures,Shomari,D,AL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081374.pdf,,
Fine,Randy,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077599.pdf,,
Finstad,Brad,R,MN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077771.pdf,,
Fischbach,Michelle,R,MN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077470.pdf,,
Fischer,Deb,R,NE,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/e94662dc-6bb3-4f4b-ae14-a019f41ed612/,,
Fitzgerald,Scott,R,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076165.pdf,,
Fitzpatrick,Brian K.,R,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074614.pdf,,
Fleischmann,"Charles J. ""Chuck""",R,TN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116159.pdf,,
Fletcher,Lizzie,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076222.pdf,,
Flood,Mike,R,NE,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077878.pdf,,
Fong,Vince,R,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076689.pdf,,
Foster,Bill,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074956.pdf,,
Foushee,Valerie P.,D,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076606.pdf,,
Foxx,Virginia,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076776.pdf,,
Frankel,Lois,D,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075817.pdf,,
Franklin,C. Scott,R,FL,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057719.pdf,,
Franklin,Scott,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077449.pdf,,
Friedman,Laura,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076263.pdf,,
Frost,Maxwell,D,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077999.pdf,,
Fry,Russell,R,SC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076793.pdf,,
Fulcher,Russ,R,ID,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077463.pdf,,
Fuller,Clay,R,GA,house,current,False,2026,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2026/10078339.pdf,,
Gallego,Ruben,D,AZ,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/05bf2b1a-732f-4cc7-87a3-1ecae9c1034b/,,
Garamendi,John,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075753.pdf,,
Garbarino,Andrew R.,R,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076832.pdf,,
Garcia,"Jesús G. ""Chuy""",D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074910.pdf,,
Garcia,Mike,R,CA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060154.pdf,,
Garcia,Robert,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076607.pdf,,
Garcia,Sylvia R.,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075794.pdf,,
Gillen,Laura,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077133.pdf,,
Gillibrand,Kirsten E.,D,NY,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/2beb582f-859a-4e8c-98fb-b0887f52a494/,,
Gimenez,Carlos A.,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078065.pdf,,
Gluesenkamp Perez,Marie,D,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076749.pdf,,
Golden,Jared F.,D,ME,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074766.pdf,,
Goldman,Craig A.,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074631.pdf,,
Goldman,Daniel S.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075172.pdf,,
Gomez,Jimmy,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076526.pdf,,
Gonzales,Tony,R,TX,house,past,False,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10071965.pdf,,
Gonzalez,Vicente,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116230.pdf,,
Gonzalez-Colon,Jenniffer,R,PR,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059869.pdf,,
Good,Bob,R,VA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060656.pdf,,
Gooden,Lance,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077981.pdf,,
Goodlander,Maggie,D,NH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076838.pdf,,
Gosar,Paul A.,R,AZ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116160.pdf,,
Gottheimer,Josh,D,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074410.pdf,,
Graham,Lindsey,R,SC,senate,past,False,2025,https://efdsearch.senate.gov/search/view/annual/696f53d0-7b88-4762-90bd-fbc241707c55/,,
Granger,Kay,R,TX,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057021.pdf,,
Grassley,Chuck,R,IA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/c7bb278f-2755-4b94-8d01-1fe5b5c6849f/,,
Graves,Garret,R,LA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059697.pdf,,
Graves,Sam,R,MO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076300.pdf,,
Gray,Adam,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076344.pdf,,
Green,Al,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076561.pdf,,
Green,Mark E.,R,TN,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061193.pdf,,
Greene,Marjorie Taylor,R,GA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057355.pdf,,
Griffith,H. Morgan,R,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078018.pdf,,
Grijalva,Adelita S.,D,AZ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076172.pdf,,
Grijalva,Raúl M.,D,AZ,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059510.pdf,,
Grothman,Glenn,R,WI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077401.pdf,,
Guest,Michael,R,MS,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116295.pdf,,
Guthrie,Brett,R,KY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116161.pdf,,
Hageman,Harriet M.,R,WY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076067.pdf,,
Hagerty,Bill,R,TN,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/4563d3b7-75ca-437a-addc-9b057a83129e/,,
Hamadeh,Abraham J.,R,AZ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074768.pdf,,
Harder,Josh,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076099.pdf,,
Haridopolos,Mike,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076343.pdf,,
Harris,Andy,R,MD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078274.pdf,,
Harris,Mark,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076282.pdf,,
Harshbarger,Diana,R,TN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116296.pdf,,
Hassan,Margaret Wood,D,NH,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/f30d98b7-0388-4ca8-af27-ea738e5a2a8f/,,
Hawley,Josh,R,MO,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/7c410f7d-e3c3-4d9d-a0ed-fb4b59159fc5/,,
Hayes,Jahana,D,CT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076853.pdf,,
Heinrich,Martin,D,NM,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/f2914d75-d108-4c63-a21c-f45d9215f01a/,,
Hern,Kevin,R,OK,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075834.pdf,,
Hernandez,Pablo Jose,D,PR,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076730.pdf,,
Hickenlooper,John W.,D,CO,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/d5b10a7a-5b87-4bac-b9d5-169ef0498fe9/,,
Higgins,Clay,R,LA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076811.pdf,,
Hill,J. French,R,AR,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076109.pdf,,
Himes,James A.,D,CT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077713.pdf,,
Hirono,Mazie K.,D,HI,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/563efdcb-07c4-41c1-90d7-b26f808d9dad/,,
Hoeven,John,R,ND,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/5017f261-566c-4890-bd83-90ad12d39faf/,,
Horsford,Steven,D,NV,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077978.pdf,,
Houchin,Erin,R,IN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076347.pdf,,
Houlahan,Chrissy,D,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077226.pdf,,
Hoyer,Steny H.,D,MD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081440.pdf,,
Hoyle,Val T.,D,OR,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077015.pdf,,
Hudson,Richard,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081164.pdf,,
Huffman,Jared,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078256.pdf,,
Huizenga,Bill,R,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076950.pdf,,
Hunt,Wesley,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078168.pdf,,
Hurd,Jeff,R,CO,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076786.pdf,,
Husted,Jon,R,OH,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/547bd212-0d13-4546-af17-669518b8a361/,,
Hyde-Smith,Cindy,R,MS,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/df0469e4-8285-4dc7-b389-3d161bc950a0/,,
Issa,Darrell,R,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075815.pdf,,
Ivey,Glenn,D,MD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081413.pdf,,
Jack,Brian,R,GA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077024.pdf,,
Jackson,Jonathan L.,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10073351.pdf,,
Jackson,Ronny,R,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075233.pdf,,
Jacobs,Sara,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074394.pdf,,
James,John,R,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076053.pdf,,
Jayapal,Pramila,D,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076844.pdf,,
Jeffries,Hakeem S.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076550.pdf,,
Johnson,Dusty,R,SD,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075320.pdf,,
Johnson,"Henry C. ""Hank""",D,GA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078365.pdf,,
Johnson,Julie,D,TX,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075196.pdf,,
Johnson,Mike,R,LA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081199.pdf,,
Johnson,Ron,R,WI,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/7edd491e-0ee4-46cb-acb2-6c9d06b89803/,,
Jordan,Jim,R,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076961.pdf,,
Joyce,David P.,R,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078592.pdf,,
Joyce,John,R,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076448.pdf,,
Justice,James C.,R,WV,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/5a069df5-928e-4ce3-b505-e0b2312823c8/,,
Kaine,Tim,D,VA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/22da35f5-7eee-41af-9ca6-d6ac830f98cc/,,
Kamlager-Dove,Sydney,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076932.pdf,,
Kaptur,Marcy,D,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077103.pdf,,
Kean,Thomas H.,R,NJ,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075136.pdf,,
Keating,William R.,D,MA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078334.pdf,,
Kelly,Mark,D,AZ,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/4a55a772-88d7-4816-aec9-99360f8e241f/,,
Kelly,Mike,R,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075845.pdf,,
Kelly,Robin L.,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076866.pdf,,
Kelly,Trent,R,MS,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075653.pdf,,
Kennedy,John,R,LA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/03ab6c35-18af-4410-a363-b3bdf3810a3a/,,
Kennedy,Mike,R,UT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074834.pdf,,
Kennedy,Timothy M.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077641.pdf,,
Kiggans,Jennifer A.,R,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10079859.pdf,,
Kildee,Daniel T.,D,MI,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059494.pdf,,
Kiley,Kevin,I,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081361.pdf,,
Kilmer,Derek,D,WA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059275.pdf,,
Kim,Andy,D,NJ,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/fedaaab8-5ad6-4a1b-9113-f151768e779e/,,
Kim,Young,R,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074771.pdf,,
King,Angus S.,I,ME,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/a077d6df-36f1-4ebf-b7b1-b5568c88a4ec/,,
King-Hinds,Kimberlyn,R,MP,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077466.pdf,,
Klobuchar,Amy,D,MN,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/7a00461b-7b24-40b3-88da-3c15b9a40835/,,
Knott,Brad,R,NC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081536.pdf,,
Krishnamoorthi,Raja,D,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074805.pdf,,
Kuster,Ann M.,D,NH,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220486.pdf,,
Kustoff,David,R,TN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076393.pdf,,
LaHood,Darin,R,IL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076177.pdf,,
LaLota,Nick,R,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077693.pdf,,
LaMalfa,Doug,R,CA,house,past,False,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/10067870.pdf,,
LaTurner,Jake,R,KS,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10060099.pdf,,
Lamborn,Doug,R,CO,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220575.pdf,,
Landsman,Greg,D,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074384.pdf,,
Langworthy,Nicholas A.,R,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078337.pdf,,
Lankford,James,R,OK,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/803e6ea9-d1e0-48d3-bfa2-2c64b802387c/,,
Larsen,Rick,D,WA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075151.pdf,,
Larson,John B.,D,CT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074715.pdf,,
Latimer,George,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077972.pdf,,
Latta,Robert E.,R,OH,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075087.pdf,,
Lawler,Michael,R,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078077.pdf,,
Lee,Barbara,D,CA,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10061113.pdf,,
Lee,Laurel M.,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081525.pdf,,
Lee,Mike,R,UT,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/7074d4bc-00c3-4eda-b81c-0ad33acf62fa/,,
Lee,Summer L.,D,PA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078665.pdf,,
Lee,Susie,D,NV,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075708.pdf,,
Leger Fernandez,Teresa,D,NM,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077330.pdf,,
Lesko,Debbie,R,AZ,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10059171.pdf,,
Letlow,Julia,R,LA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076014.pdf,,
Levin,Mike,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075542.pdf,,
Liccardo,Sam T.,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078554.pdf,,
Lieu,Ted,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10078282.pdf,,
Lofgren,Zoe,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10074949.pdf,,
Loudermilk,Barry,R,GA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077817.pdf,,
Lucas,Frank D.,R,OK,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077228.pdf,,
Luetkemeyer,Blaine,R,MO,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/8220467.pdf,,
Lujan,Ben Ray,D,NM,senate,current,False,2025,https://efdsearch.senate.gov/search/view/paper/e9ec1cb6-4198-42c6-98f3-dfb0ff2b92b3/,,
Lynch,Stephen F.,D,MA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076086.pdf,,
Mace,Nancy,R,SC,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081687.pdf,,
Magaziner,Seth,D,RI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10075328.pdf,,
Malliotakis,Nicole,R,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076820.pdf,,
Maloy,Celeste,R,UT,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10081600.pdf,,
Manchin,Joe,I,WV,senate,past,False,2024,https://efdsearch.senate.gov/search/view/annual/0e5ba574-5ea4-475b-9967-86d065d0db7c/,,
Mann,Tracey,R,KS,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076922.pdf,,
Manning,Kathy E.,D,NC,house,past,False,2023,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2023/10057256.pdf,,
Mannion,John W.,D,NY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076752.pdf,,
Markey,Edward J.,D,MA,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/e4bf8423-71f8-48cc-bbad-8c7e84038cf1/,,
Marshall,Roger,R,KS,senate,current,False,2026,https://efdsearch.senate.gov/search/view/annual/c37745f9-109f-4f5d-a4aa-74b91f48c824/,,
Massie,Thomas,R,KY,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077444.pdf,,
Mast,Brian J.,R,FL,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076430.pdf,,
Matsui,Doris O.,D,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/9116163.pdf,,
McBride,Sarah,D,DE,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10077854.pdf,,
McCaul,Michael T.,R,TX,house,current,False,2024,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2024/9115586.pdf,,
McClain,Lisa C.,R,MI,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076052.pdf,,
McClellan,Jennifer L.,D,VA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076903.pdf,,
McClintock,Tom,R,CA,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076731.pdf,,
McCollum,Betty,D,MN,house,current,False,2025,https://disclosures-clerk.house.gov/public_disc/financial-pdfs/2025/10076144.pdf,,
